num,street,type,City,Zip,Page,lat,lng,Address
49,Fellowship,Lane,Blue Eye,65611,33,36.52053885,-93.37706908,49 Zron rd
74,Fellowship,Lane,Blue Eye,65611,33,36.5209019,-93.3776598,74 Fellowship 
180,Grace Chapel,Road,Blue Eye,65611,33,36.5179394,-93.3842518,180 Grace Chaple 
180,Grace Chapel,Road,Blue Eye,65611,33,36.5179394,-93.3842518,180 Grace Chaple 
180,Grace Chapel,Road,Blue Eye,65611,33,36.5179394,-93.3842518,180 Grace Chaple 
180,Grace Chapel,Road,Blue Eye,65611,33,36.5179394,-93.3842518,180 Grace Chaple 
884,Peace in the Valley,Road,Blue Eye,65611,33,36.5237559,-93.3776603,884 Peace in the Valley
15,Elm,Drive,Kimberling City,65686,34,36.6409672,-93.4292898,15 Elm Dr
103,Oak,Drive,Kimberling City,65686,34,36.64485746,-93.41041059,103 Oak Dr
7,Oak Shadow,Drive,Kimberling City,65686,34,36.64519971,-93.41021784,7 Oak Shadow 
8,Oak Shadow,Drive,Kimberling City,65686,34,36.64536679,-93.4101892,8 Oak Shadow 
38,Oak Shadow,Drive,Kimberling City,65686,34,36.6452213,-93.40879067,38 Oak Shadow 
,PO Box,Lane,Kimberling City,65686,34,36.63044,-93.42259,P O Box 152
349,Port,Drive,Kimberling City,65686,34,36.640926,-93.411845,349 Port Dr #7
9,Port Holiday,Drive,Kimberling City,65686,34,36.62977794,-93.42543225,9 Port Holiday 
12,Summit,Drive,Kimberling City,65686,34,36.65720985,-93.42020826,12 Summit Dr
210,Sunset,Cove,Branson,65616,34,36.63654679,-93.32896093,210 Sunset Cove  #321
1205,Eagle,Drive,,65737,35,,,1205 Eaglewood
10,Evergreen,Lane,Branson West,65737,35,36.618851,-93.376754,10 Evergreen
42,Irish Hills,Boulevard,Kimberling City,65686,35,36.65212566,-93.44103192,42 IRISH Hills 
42,Irish Hills,Boulevard,Kimberling City,65686,35,36.65212566,-93.44103192,42 IRISH Hills 
1895,Mule Barn,Drive,Cape Fair,65624,35,36.724898,-93.488171,1895 Mule Barn Dr
1895,Mule Barn,Drive,Cape Fair,65624,35,36.724898,-93.488171,1895 Mule Barn Dr
109,starrville,Lane,Branson West,65737,35,36.663758,-93.419864,109 Tony Court
545,Stone,Road,Kimberling City,65686,35,36.62383624,-93.44786711,545 Stone Rd
545,Stone,Road,Kimberling City,65686,35,36.62383624,-93.44786711,545 Stone Rd
319,Whitefish,bay,,65686,35,,,319 White Fish Ln
377,Waterview,Lane,Lampe ,65681,36,36.60254939,-93.49720115,377 Waterview Ln
417,Waldon Ridge,,Lampe ,65681,37,36.52837062,-93.47974598,417 Waldon Ridge
417,Waldon Ridge,,Lampe ,65681,37,36.52837062,-93.47974598,417 Waldon Ridge
471,Waldon Ridge,,Lampe ,65681,37,36.527909,-93.48047,471 Waldon Ridge
489,Waldon Ridge,,Lampe ,65681,37,36.52781328,-93.48059615,489 Waldon Ridge
489,Waldon Ridge,,Lampe ,65681,37,36.52781328,-93.48059615,489 Waldon Ridge
504,Waldon Ridge,,Lampe ,65681,37,36.52775148,-93.48037847,504 Waldon Ridge 
504,Waldon Ridge,,Lampe ,65681,37,36.52775148,-93.48037847,504 Waldon Ridge 
538,Waldon Ridge,,Lampe ,65681,37,36.5274241,-93.48079892,538 Waldon Ridge 
538,Waldon Ridge,,Lampe ,65681,37,36.5274241,-93.48079892,538 Waldon Ridge 
694,Waldon Ridge,,Lampe ,65681,37,36.52646216,-93.48317344,694 Waldon Ridge 
15,Catamount,Boulevard,Branson West,65737,38,,,15 Catmount
108,Grace Chapel,Road,Blue Eye,65611,38,36.51740721,-93.38338784,108 Grace Chaple
180,Grace Chapel,Road,Blue Eye,65611,38,36.5179394,-93.3842518,180 Grace Chaple 
459,Heather,Row,Reeds Spring,65737,38,36.64694101,-93.36961282,459 Heather Rd
205,Mayflower,Drive,Lampe ,65681,38,36.59890929,-93.49373677,205 Mayflower Dr
205,Mayflower,Drive,Lampe ,65681,38,36.59890929,-93.49373677,205 Mayflower Dr
1004,Peace in the Valley,Road,Blue Eye,65611,38,36.5237559,-93.3776603,1004 Peace In the Valley
270,Wildflower,Road,Kimberling City,65686,38,36.6464126,-93.46580901,270 Wildflower
270,Wildflower,Road,Kimberling City,65686,38,36.6464126,-93.46580901,270 Wildflower
51,Bayview,Trail,Lampe ,65681,39,36.5880669,-93.4360228,51 Bayview 
373,Forest,Lane,Kimberling City,65686,39,36.617408,-93.44110619,373 Forrest Ln
3,Hillcrest,Drive,Kimberling City,65686,39,36.64668108,-93.4296571,3 Hillcrest Dr
60,Jan,Lane,,65681,39,,,126 Owen Trail
43,Marina,Way,Kimberling City,65686,39,36.63642918,-93.41690375,43 Marina Way
228,Pinnacle Shores,Drive,Lampe ,65681,39,36.5902997,-93.4329882,228 Pinnacle Shores
249,Port,Drive,Kimberling City,65686,39,36.62812076,-93.42601681,249 Port #4 
249,Port,Drive,Kimberling City,65686,39,36.62812076,-93.42601681,249 Port #4 
300,Port,Drive,Kimberling City,65686,39,36.641171,-93.411939,300 Port # 2
10,Baywood,Circle,Branson West,65737,40,36.60694122,-93.3734503,10 Baywood Cir
2,Northwoods,Drive,Kimberling City,65686,40,36.658141,-93.425932,2B Northwood Dr
249,Port,Drive,Kimberling City,65686,40,36.62812076,-93.42601681,249 Port #6
249,Port,Drive,Kimberling City,65686,40,36.62812076,-93.42601681,249 Port Dr
249,Port,Drive,Kimberling City,65686,40,36.62812076,-93.42601681,249 Port Dr
112,Spinnaker,Lane,Kimberling City,65686,40,36.64183671,-93.41206606,112 Spinmaker
1938,State Highway Y,,Galena,65656,40,36.71805069,-93.44601534,1938 Hwy Y 
1069,Tablerock,Circle,Branson ,65616,40,36.62474609,-93.34082237,1069 Tablerock Cir
751,76-60 b,,Branson,65616,41,36.65464224,-93.34263288,751 Jon the Driver 
148,Crown,Drive,Branson West,65737,41,36.67210747,-93.36536605,148 Crown Dr
1652,Indian Point,Road,Branson,65616,41,36.65022222,-93.34150079,1652 Indian Pt Rd
639,Jakes Creek,Trail,Branson,65616,41,36.64876932,-93.33532655,639 Jakes Creek Reail
425,Longbend,Road,Galena,65656,41,36.70017755,-93.50547015,425 Long Bend Rd
195,Mayden,Lane,,65616,41,36.653886,-93.2190606,195 Mayden Lane
596,Old Mill,Road,Lampe ,65681,41,36.584063,-93.456214,596 Old Mill Rd
258,Sundance,Road,Cape Fair,65624,41,36.71638311,-93.50783213,258 Sundance Rd
864,Tablerock,Circle,Branson,65616,41,36.62253305,-93.34243329,864 Table Rock Cir
400,Will,Road,Lampe ,65681,41,36.540638,-93.434434,160 Old Horseshoe Ridge 
,Armadillo,Lane,Reeds Spring,65737,42,36.672399,-93.408496,Armadillo Lne
29,Big John,Road,,65737,42,,,29 Big John Ln
84,Goldwater,lane,Reeds Spring,65737,42,36.67399537,-93.45692065,84 Goldwater Ln
121,Howard,Circle,Cape Fair,65624,42,36.72378,-93.486221,121 Howard Dr
801,Jackson Hollow,Road,Galena,65656,42,36.6749343,-93.48146284,801 Jackson Hollow 
99,Lost Land,Lane,Galena,65656,42,36.74805427,-93.39898109,99 LostLand Ln
8116,MO V,,Galena,65656,42,36.85572865,-93.40359452,8116 State Hwy V
7,Port Holiday,Drive,Kimberling City,65686,42,36.62978346,-93.42541794,7 Port  Holiday Dr
7,Port Holiday,Drive,Kimberling City,65686,42,36.62978346,-93.42541794,7 Port  Holiday Dr
285,Welch,Road,Reeds Spring,65737,42,36.66763023,-93.44353331,285 Welch 
10,Backwood,,Branson West,65737,43,36.57780519,-93.46885752,10 Batwood Cir
137,Rainbow Hill,Lane,Reeds Spring,65737,43,36.73626443,-93.38579039,137 Raunbow Hill
90,September Falls,Drive,Branson West,65737,43,36.60845967,-93.37762444,90 September Falls
285,September Falls,Drive,Branson West,65737,43,36.607967,-93.373833,285 September Falls 
285,September Falls,Drive,Branson West,65737,43,36.607967,-93.373833,285 September Falls 
292,September Falls,Drive,Branson West,65737,43,36.60735441,-93.37362172,292 September Falls 
488,September Falls,Drive,Branson West,65737,43,36.60589712,-93.37144204,488 September Falls
488,September Falls,Drive,Branson West,65737,43,36.60589712,-93.37144204,488 September Falls
53,Village,Point,Kimberling City,65686,43,36.61471347,-93.45277144,53 Village Point
27,Woodland,Avenue,Kimberling City,65686,43,36.6373913,-93.42146707,27 Woodland Ave 
90,September Falls,Drive,Reeds Spring,65737,44,36.60845967,-93.37762444,90 September Falls
215,September Falls,Drive,Branson West,65737,44,36.60853116,-93.3748001,215 September Falls
215,September Falls,Drive,Branson West,65737,44,36.60853116,-93.3748001,215 September Falls
369,September Falls,Drive,Reeds Spring,65737,44,36.60667986,-93.3727324,369 September Falls 
444,September Falls,Drive,Reeds Spring,65737,44,36.60594615,-93.37159051,444 September Falls
444,September Falls,Drive,Reeds Spring,65737,44,36.60594615,-93.37159051,444 September Falls
485,September Falls,Drive,Reeds Spring,65737,44,36.60607906,-93.3713795,485 September Falls
485,September Falls,Drive,Reeds Spring,65737,44,36.60607906,-93.3713795,485 September Falls
485,September Falls,Drive,Reeds Spring,65737,44,36.60607906,-93.3713795,485 September Falls
485,September Falls,Drive,Reeds Spring,65737,44,36.60607906,-93.3713795,485 September Falls
120,bluesky,Trails,,65737,45,,,120 Blue Sky Trails 
64,Ridgemont,Circle,Branson West,65737,45,36.607461,-93.371119,64 Ridgemount Cir
64,Ridgemont,Circle,Branson West,65737,45,36.607461,-93.371119,64 Ridgemount Cir
23,September Falls,Drive,Reeds Spring,65737,45,36.60865597,-93.37765533,23 September Falls
23,September Falls,Drive,Reeds Spring,65737,45,36.60865597,-93.37765533,23 September Falls
51,September Falls,Drive,Reeds Spring,65737,45,36.60856126,-93.37736577,51 September Falls 
102,September Falls,Drive,Reeds Spring,65737,45,36.60843195,-93.37753825,102 September Falls
102,September Falls,Drive,Reeds Spring,65737,45,36.60843195,-93.37753825,102 September Falls
253,September Falls,Drive,Branson West,65737,45,36.60837177,-93.37433986,253 September Falls 
253,September Falls,Drive,Branson West,65737,45,36.60837177,-93.37433986,253 September Falls 
10,Baywood,Circle,Branson West,65737,46,36.60694122,-93.3734503,10Baywood Cir
35,Catamaran,Drive,Kimberling City,65686,46,36.64428329,-93.41354192,35 Catamaran Dr
27,Fade,Lane,Branson West,65737,46,36.68319594,-93.31520852,27 Fade Lane
39,HILLtop,Drive,Kimberling City,65686,46,36.643585,-93.424896,39 HILL Top Dr
128,Meadow Hills,Lane,Branson,65616,46,36.65515052,-93.33423288,128 Meadows Hill
300,Port,Drive,Kimberling City,65686,46,36.641171,-93.411939,300 Port Dr Unit 2
53,Victory,Lane,Reeds Spring,65737,46,36.66127197,-93.42020308,53 Victory Lane
531,Dogwood Village,Lane,Lampe ,65681,47,36.57848787,-93.45625681,531 Dogwood Village
1017,Dogwood Village,Lane,Lampe ,65681,47,36.58213291,-93.45125348,1017 Dogwood Village
1017,Dogwood Village,Lane,Lampe ,65681,47,36.58213291,-93.45125348,1017 Dogwood Village
1024,Dogwood Village,Lane,Lampe ,65681,47,36.58150255,-93.45177071,1024 Dogwood Village
1041,Dogwood Village,Lane,Lampe ,65681,47,36.58234779,-93.45096507,1041 Dogwood Village
1041,Dogwood Village,Lane,Lampe ,65681,47,36.58234779,-93.45096507,1041 Dogwood Village
1498,Lancelot,Lane,Branson West,65737,47,36.631403,-93.386061,1498 Lancelot Lane
203,Port Holiday,Drive,Kimberling City,65686,47,36.62846835,-93.42595649,203 Port Holiday 8-F
12,Roxborough,Avenue,Branson West,65737,47,36.64363285,-93.36375788,12 F Roxborough Ave
753,Santana,Circle,Reeds Spring,65737,47,36.65101693,-93.46524448,753 Santana Cir
1093,Dogwood Village,Lane,Lampe ,65681,48,36.58229247,-93.45038576,1093 Dogwood Village
1093,Dogwood Village,Lane,Lampe ,65681,48,36.58229247,-93.45038576,1093 Dogwood Village
1275,Dogwood Village,Lane,Lampe ,65681,48,36.57886316,-93.45112169,1275 Dogwood Village
1275,Dogwood Village,Lane,Lampe ,65681,48,36.57886316,-93.45112169,1275 Dogwood Village
1317,Dogwood Village,Lane,Lampe ,65681,48,36.57848186,-93.45120669,1317Dogwood Village 
1508,Dogwood Village,Lane,Lampe ,65681,48,36.57647959,-93.45176179,1508 Dogwood Village 
1508,Dogwood Village,Lane,Lampe ,65681,48,36.57647959,-93.45176179,1508 Dogwood Village 
112,Linden,Drive,Reeds Spring,65737,48,36.59231474,-93.395211,112 Linden Dr
761,Mill Creek Shores,Lane,Lampe ,65681,48,36.58096825,-93.4590821,761 Mill Creek Shores Ln
97,Whitedove,Lane,Lampe ,65681,48,36.5787877,-93.44717238,97 Whitedove Ln
105,Alyeska Point,Road,Lampe ,65681,49,,,105 Aleaska Crossing
227,Catamount,Boulevard,Branson West,65737,49,36.71146791,-93.36380422,227 N Catamount Blvd
98,Drury,Lane,Blue Eye,65611,49,36.5577926,-93.32432254,98 Drury Ln
373,Forest,Lane,Kimberling City,65686,49,36.617408,-93.44110619,373 Forrest Ln
3,Hillcrest,Drive,Kimberling City,65686,49,36.64668108,-93.4296571,3 Hillcrest Dr
63,Kyle,Drive,Lampe ,65681,49,36.54025666,-93.42952284,63 Kyle Dr
962,Lake Forest,Drive,Galena,65656,49,36.68012,-93.468302,962 Lake Forest Dr
962,Lake Forest,Drive,Galena,65656,49,36.68012,-93.468302,962 Lake Forest Dr
128,Meadow Hills,Lane,Branson,65616,49,36.65515052,-93.33423288,128 Meadows Hill 
123,North Caps Cove,Lane,Branson,65616,49,36.62495799,-93.34855963,123 N. Caps Cove Ln
629,Dogwood Village,Lane,Lampe ,65681,50,36.57817246,-93.45505976,629 Dogwood Village
737,Dogwood Village,Lane,Lampe ,65681,50,36.57833877,-93.45392043,737 Dogwood Village
851,Dogwood Village,Lane,Lampe ,65681,50,36.58028031,-93.45276144,851 Dogwood Village
851,Dogwood Village,Lane,Lampe ,65681,50,36.58028031,-93.45276144,851 Dogwood Village
1693,Dogwood Village,Lane,Lampe ,65681,50,36.57341003,-93.45165747,1693 Dogwood Village
1693,Dogwood Village,Lane,Lampe ,65681,50,36.57341003,-93.45165747,1693 Dogwood Village
459,Heather,Row,Reeds Spring,65737,50,36.64694101,-93.36961282,459 Heather Rd
99,Hunters Glen,Lane,Kimberling City,65686,50,36.63407597,-93.45613034,99 Hunters Glen
4,Whitedove,Lane,Lampe ,65681,50,36.57586149,-93.45148173,4 Whitedove Ln
31,Wright,Road,Reeds Spring,65737,50,36.655227,-93.461091,31 Wright Rd
8,Blarney,Way,Kimberling City,65686,51,36.6515171,-93.44761542,8 Blarney Way
15,Dogwood Village,Lane,Kimberling City,65686,51,36.57452267,-93.46010322,15 Dogwood Lane
90,Misty Den,Drive,Reeds Spring,65737,51,36.66445519,-93.46434062,90 Misty Den Dr
90,Misty Den,Drive,Reeds Spring,65737,51,36.66445519,-93.46434062,90 Misty Den Dr
51,Northwoods,Drive,Kimberling City,65686,51,36.65733615,-93.4249206,51 Northwoods Dr
303,Port,Drive,Kimberling City,65686,51,36.64115649,-93.41193184,303 Port Dr unit 6
33,Redbud,Lane,Kimberling City,65686,51,36.63369615,-93.43628173,33 Redbud Ln
33,Redbud,Lane,Kimberling City,65686,51,36.63369615,-93.43628173,33 Redbud Ln
13,Yacht,Lane,Kimberling City,65686,51,36.64529871,-93.41191227,13 Yacht Lane
56,Carefree,Lane,Kimberling City,65686,52,36.6464955,-93.45758774,56 Carefree Ln
56,Carefree,Lane,Kimberling City,65686,52,36.6464955,-93.45758774,56 Carefree Ln
1725,Cedar Ridge,Way,Reeds Spring,65737,52,36.69175907,-93.3284651,1725 Cedar Ridge Way
95,Harborview,Drive,Branson West,65737,52,36.58612415,-93.38635236,95 Harborview Dr
146,Hodges,Lane,,65737,52,,,146 Shadow Valley Dr
146,Hodges,Lane,,65737,52,,,146 Shadow Valley Dr
160,Micahs,Crossing,Reeds Spring,65737,52,36.73219234,-93.38546359,160 Michas Crossing
273,Rock Ridge,Road,,65737,52,,,273 River Rock Road
199,Seldom Seen,Lane,Branson West,65737,52,36.6760192,-93.37060894,199 Seldom Seen Ln
303,The Lodges,Drive,Lampe ,65681,52,36.59385936,-93.43025709,303 The Lodges Dr
622,Heather,Row,Reeds Spring,65737,53,36.6443117,-93.36994116,622 Heather Row
110,Sunny,Lane,Branson West,65737,53,36.71488256,-93.36490263,110 Sunny Ln
110,Sunny,Lane,Branson West,65737,53,36.71488256,-93.36490263,110 Sunny Ln
301,Alyeska Point,Road,Lampe ,65681,54,36.580979,-93.493554,301 Alyska point rd
341,Flagstone,Road,Cape Fair,65624,54,36.740621,-93.508155,341 Flagstone Rd
17,J L Mills,Ridge,Galena,65656,54,36.7011487,-93.46257313,17 JC Mills Ridge
3126,MO 176,,,65656,54,,,3126 St Hwy 176
968,Othello,Lane,Reeds Spring,65737,54,36.62997638,-93.40003193,968 Othello Ln
968,Othello,Lane,Reeds Spring,65737,54,36.62997638,-93.40003193,968 Othello Ln
1026,Othello,Lane,Reeds Spring,65737,54,36.62977659,-93.39951009,1026 Othello Ln
1026,Othello,Lane,Reeds Spring,65737,54,36.62977659,-93.39951009,1026 Othello Ln
198,Starlight,Lane,Branson West,65737,54,36.65386436,-93.377873,198 Starlight Ln
116,Sunny,Lane,Branson West,65737,54,36.71470856,-93.36415865,116 Sunny Ln
622,Heather,Row,Reeds Spring,65737,55,36.6443117,-93.36994116,622 Heather Row
20834,Main,Street,,65737,55,,,20834 Main St
236,McCord Bend,Road,Galena,65656,55,36.80740119,-93.49722729,236 McCord Bend Rd
236,McCord Bend,Road,Branson West,65737,55,36.80740119,-93.49722729,236 McCord Bend Rd
716,MO 248,,Reeds Spring,65737,55,36.7577757,-93.37124397,716 State Hwy 248
716,MO 248,,Reeds Spring,65737,55,36.7577757,-93.37124397,716 State Hwy 248
198,Starlight,Lane,Branson West,65737,55,36.65386436,-93.377873,198 Starlight Ln
97,Wright,Road,Branson West,65737,55,36.6553193,-93.46167685,97 Wright Rd
97,Wright,Road,Branson West,65737,55,36.6553193,-93.46167685,97 Wright Rd
40,Charles,Street,,65681,56,,,40 Hewden Rd
32,Chickasaw,Lane,Lampe ,65681,56,0,0,Cannot Locate in MO
32,Chickasaw,Lane,Lampe ,65681,56,0,0,Cannot Locate in MO
151,Christie,Road,Lampe ,65681,56,0,0,Cannot Locate in MO
125,James River,Road,Kimberling City,65686,56,36.64586224,-93.42960234,125 James River Rd
43,Lodgepole,Lane,Reeds Spring,65737,56,36.73505939,-93.36992418,43 Lodge Pole Ln
79,Sailboat,Lane,Kimberling City,65686,56,36.60816023,-93.44487904,79 Sailboat Ln
315,west 10th,Street,Galena,65656,56,36.80028575,-93.46899182,315 W 10th St
8,Blarney,Way,Kimberling City,65686,57,36.6515171,-93.44761542,8 Blarney Way
8,Bridgeview,Drive,Kimberling City,65686,57,36.633976,-93.437677,8 Bridgeview Dr
181,Morgan,Trail,Reeds Spring,65737,57,36.58784771,-93.36545111,181 Morgan Trl
254,pinnacle cove,Lane,Lampe ,65681,57,36.59181324,-93.43669843,254 Pinacle Cove Ln
254,pinnacle cove,Lane,Lampe ,65681,57,36.59181324,-93.43669843,254 Pinacle Cove Ln
137,Pinnacle Shores,Drive,Lampe ,65681,57,36.58998649,-93.43327318,137 Pinnacle Shores Dr
137,Pinnacle Shores,Drive,Lampe ,65681,57,36.58998649,-93.43327318,137 Pinnacle Shores Dr
355,Silverbridge,Lane,Kimberling City,65686,57,36.61466306,-93.41300934,355 Silverbridge Ln
1247,Alyeska Point,Road,Lampe ,65681,58,36.582718,-93.500417,1247 Alyeska Point
18,Blueview,Lane,Kimberling City,65686,58,36.62056469,-93.4565205,18 Shane Ln
99,Boulder,Drive,Lampe ,65681,58,36.545165,-93.48694,99 Boulder Dr
1036,Jones Trading Post,Road,,65681,58,,,1036 Jones Trading Post
131,Lakeshore,Drive,Kimberling City,65686,58,36.63543405,-93.43294358,131 Lakeshore Dr
178,Leighs,Way,Reeds Spring,65737,58,36.73144976,-93.38764917,178 Leighs Way
459,Micahs,Crossing,Reeds Spring,65737,58,36.73083949,-93.38938271,459 Michas Crossing
4403,MO H,,Lampe ,65681,58,36.56832099,-93.49266219,4403 St Hwy H
28,Sugar Maple,Lane,Reeds Spring,65737,58,36.654775,-93.454822,28 Sugar Maple Ln
147,Victory,Lane,Branson West,65737,58,36.66150849,-93.42095437,147 Victory Ln
14,Misty Den,drive,Reeds Spring,65737,59,36.66438017,-93.46432999,14 Shore View Dr
3707,MO 13,,Lampe ,65681,59,36.53277855,-93.42589467,3707 State Hwy 13
3735,MO 86,,Lampe ,65681,59,36.52202149,-93.4859484,3735 W State Hwy 86
416,Navajo,Trail,Kimberling City,65686,59,36.620891,-93.434727,416 Navajo Trl
146,peaceful Valley,Lane,,65737,59,,,146 Beautful Valley Ln
146,peaceful Valley,Lane,,65737,59,,,146 Beautful Valley Ln
1,Sunvalley,Lane,Lampe ,65681,59,36.530153,-93.431965,Sun Valley
12,Walnut,Lane,Kimberling City,65686,59,36.63563822,-93.43033268,12 Walnut Ln
54,Zachs,court,Reeds Spring,65737,59,36.73186193,-93.38928713,54 Zachs Court
5,Bridgeview,Drive,Kimberling City,65686,60,36.633234,-93.437673,5 Bridgeview Dr
14504,Business Highway 13,,Reeds Spring,65737,60,36.6696308,-93.4094934,14504 Business 13
672,Cron,Road,Lampe ,65681,60,36.54360988,-93.45257653,672 Cron Rd
580,Falling star,Road,Lampe ,65681,60,36.58522494,-93.49559365,580 Falling St
580,Falling star,Road,Lampe ,65681,60,36.58522494,-93.49559365,580 Falling St
7,James River,Road,Kimberling City,65686,60,36.6593838,-93.41767641,7 James River Rd
76,Pinnacle Shores,Drive,Lampe ,65681,60,36.59145686,-93.43198915,76 Pinnacle Shores Dr
76,Pinnacle Shores,Drive,Lampe ,65681,60,36.59145686,-93.43198915,76 Pinnacle Shores Dr
265,Santana,Circle,Reeds Spring,65737,60,36.65264176,-93.46757189,265 Santana Circle
42,Skyline,Drive,Kimberling City,65686,60,36.63931384,-93.43446058,42 Skyline Dr
12,Bridgeview,Drive,Kimberling City,65686,61,36.634604,-93.437504,12 Bridgeview
20,Bridgeview,Drive,Kimberling City,65686,61,36.63487472,-93.43748059,20 Bridgeview
123,Coachlight,Lane,Kimberling City,65686,61,36.60889043,-93.42273414,123 Coachlight Ln
18,Greenview,Drive,Kimberling City,65686,61,36.65268577,-93.42029945,18 Greenview Dr
18,Greenview,Drive,Kimberling City,65686,61,36.65268577,-93.42029945,18 Greenview Dr
320,Jones Trading Post,Road,,65681,61,,,320 Jones Trading Post
1,Lively Acres,Lane,Kimberling City,65686,61,36.605231,-93.439463,31 Jeremy Ln
459,Micahs,Crossing,Reeds Spring,65737,61,36.73083949,-93.38938271,459 Michas Crossing
197,Misty Den,Drive,Kimberling City,65686,61,36.66408563,-93.46432203,197 Misty Den
7918,MO 86,,Shell Knob,65737,61,36.5410692,-93.35977168,7918 W Hwy 86
51,Bayview,Trail,Lampe ,65681,62,36.5880669,-93.4360228,51 Bayview Trl
122,Pinnacle Shores,Drive,Lampe ,65681,62,36.59044749,-93.43301663,122 Pinnacle Shores Dr
122,Pinnacle Shores,Drive,Lampe ,65681,62,36.59044749,-93.43301663,122 Pinnacle Shores Dr
131,Pinnacle Shores,Drive,Lampe ,65681,62,36.59011835,-93.43308506,131 Pinnacle Shores Dr
134,Pinnacle Shores,Drive,Lampe ,65681,62,36.59015521,-93.4333604,134 Pinnacle Shores Dr
134,Pinnacle Shores,Drive,Lampe ,65681,62,36.59015521,-93.4333604,134 Pinnacle Shores Dr
229,Pinnacle Shores,Drive,Lampe ,65681,62,36.5902997,-93.4329882,229 Pinnacle Shores Dr
229,Pinnacle Shores,Drive,Lampe ,65681,62,36.5902997,-93.4329882,229 Pinnacle Shores Dr
14,The Lodges,Drive,Lampe ,65681,62,36.59289473,-93.42963271,14 The Lodges Pass
14,The Lodges,Drive,Lampe ,65681,62,36.59289473,-93.42963271,14 The Lodges Pass
10,Hillcrest,Drive,Kimberling City,65686,63,36.6465853,-93.43008427,10 Hillcrest Dr
10,Hillcrest,Drive,Kimberling City,65686,63,36.6465853,-93.43008427,10 Hillcrest Dr
10,Hillcrest,Drive,Kimberling City,65686,63,36.6465853,-93.43008427,10 Hillcrest Dr
12,Hillcrest,Drive,Kimberling City,65686,63,36.64650072,-93.43017886,12 Hillcrest Dr
100,mcdowell,drive,Kimberling City,65686,63,36.63991,-93.444946,40 Ripping Water 
918,Silverbluff,Circle,Reeds Spring,65737,63,36.68818725,-93.31397874,918 Silver Bluff Circle
122,Silveroak,Way,Reeds Spring,65737,63,36.68549465,-93.31883611,122 Silver Oak Way
125,Silveroak,Way,Reeds Spring,65737,63,36.68429218,-93.32034689,125 Silver Oak Way
303,The Lodges,Drive,Lampe ,65681,63,36.59385936,-93.43025709,303 The Lodges Dr
15,Turner,Drive,Kimberling City,65686,63,36.63435172,-93.42292802,15 Turner Dr
620,Austin,Place,Branson West,65737,64,36.66930045,-93.36262489,620 Austin Pl
620,Austin,Place,Branson West,65737,64,36.66930045,-93.36262489,620 Austin Pl
5,Bethany Hill,,Reeds Spring,65737,64,36.58505644,-93.38939981,5 Safety Hollow Ln
120,Canyon Forest,Circle,,65686,64,,,120 Canyon Forest Cir
197,Falling Leaf,court,Branson West,65737,64,36.62603843,-93.37168811,197 Falling Leaf Ct
256,Hidden Spring,Drive,Reeds Spring,65737,64,36.7749619,-93.34966532,256 Hidden Springs
13,Hillcrest,Drive,Kimberling City,65686,64,36.6467039,-93.43025827,13 Hillerd sid
440,Hoot Owl,Point,Kimberling City,65686,64,36.612312,-93.4545709,440 Hoot Owl Point
24,Mountain View,Court,Reeds Spring,65737,64,36.70835217,-93.32305354,24 Mountain View Ct
455,Silver Bell,Lane,Reeds Spring,65737,64,36.61765304,-93.43997964,455 Silver Bell
54,Bankside,Lane,,65681,65,,,54 Backside ln
6,Buttonwood,Drive,Kimberling City,65686,65,36.651577,-93.433589,6 Buttonwood Dr
391,Corewood,Lane,Reeds Spring,65737,65,36.65949811,-93.46157485,391 Corewood ln
197,Falling Leaf,court,Branson West,65737,65,36.62603843,-93.37168811,197 Falling Leaf Ct
10,kristina,lane,Kimberling City,65686,65,36.65957795,-93.42476097,10 kristina ln
18,Meadowview,Road,Galena,65656,65,36.694325,-93.447669,18 Meadowview Dr
1104,Ozark Mountain Resort,Drive,Kimberling City,65686,65,36.60525891,-93.41378177,1104 Rocky shore trl
15,Skyline,Drive,Kimberling City,65686,65,36.63751757,-93.43570483,15 Skyline Dr
249,Three Pines,Circle,Reeds Spring,65737,65,36.7359062,-93.3679859,249 three pigs circle
3,West Church,Drive,Kimberling City,65686,65,36.64252241,-93.42482669,3 South St Apt b
170,Keel,Lane,Kimberling City,65686,66,36.643311,-93.41229,170 keel ln #6
594,Labradore,Lane,,65681,66,,,594 Labrador Ln
246,Starboard,Drive,Kimberling City,65686,66,36.64222575,-93.4128299,246 Starboard Dr
,Unreadable,,,65686,66,0,0,17 cameran Dr
112,Keel,Lane,Kimberling City,65686,67,36.64302567,-93.41390595,112 Keel Ln
130,Keel,Lane,Kimberling City,65686,67,36.64283403,-93.41349581,130 Keel Ln
88,Port,Drive,Kimberling City,65686,67,36.62797895,-93.4258373,88 Port Dr
197,Port,Drive,Kimberling City,65686,67,36.62851369,-93.42594863,197 Port Dr
201,Port,Drive,Kimberling City,65686,67,36.62848346,-93.42595387,201 Port Dr
349,port,Drive,Kimberling City,65686,67,36.640926,-93.411845,349 port Dr #2
3197,Port,Drive,Kimberling City,65686,67,36.6410621,-93.4117919,3197 Port Dr
114,Spinnaker,Lane,Kimberling City,65686,67,36.641838,-93.41205257,114 Spinniker Ln
